date,Open,High,Low,Close,Volume,mean_volume
2017-11-26,0.000732,0.0009,0.00035,0.000528,794869.29475162,794869.29475162
2017-11-27,0.0006305,0.00073,0.00039563,0.000509,435661.40236825,435661.40236825
2017-11-28,0.0005836666666666667,0.00065,0.0004060866666666667,0.000496,321534.37261333666,321534.37261333666
2017-11-29,0.00052531,0.00057506,0.00039207,0.00045950499999999997,255318.42955194498,255318.42955194498
2017-11-30,0.000526244,0.0005797479999999999,0.00041765400000000005,0.00047639799999999995,218763.073116708,218763.073116708
2017-12-01,0.0005402833333333334,0.0005848866666666666,0.0004313783333333334,0.0004905816666666666,187696.10720930668,187696.10720930668
2017-12-02,0.0005402128571428572,0.00057861,0.00043989428571428575,0.0004973071428571428,170449.10154676574,170449.10154676574
2017-12-03,0.0005199271428571429,0.0005357814285714286,0.00046609428571428574,0.0005076214285714284,61293.09584061574,61293.09584061574
2017-12-04,0.000525367142857143,0.000541067142857143,0.00048162857142857146,0.000519432857142857,59191.36583777574,59191.36583777574
2017-12-05,0.0005413385714285716,0.0005752100000000003,0.0005020585714285714,0.0005459857142857143,664092.9074702257,664092.9074702257
2017-12-06,0.0005884857142857145,0.0006266042857142859,0.0005406257142857143,0.000592192857142857,793206.1812722001,793206.1812722001
2017-12-07,0.0006068200000000001,0.0006411042857142859,0.0005591985714285715,0.0006125942857142856,802041.0863757973,802041.0863757973
2017-12-08,0.0006051200000000001,0.0006394500000000001,0.0005732771428571427,0.0006179328571428569,864852.8360937444,864852.8360937444
2017-12-09,0.0006135600000000001,0.0006621714285714287,0.0005809928571428571,0.000635622857142857,1432496.7619255655,1432496.7619255655
2017-12-10,0.000611107142857143,0.0006640442857142858,0.0005852157142857143,0.0006356999999999997,1459431.10183303,1459431.10183303
2017-12-11,0.0006159457142857144,0.0006750000000000001,0.0005909,0.0006449614285714283,2188502.467261753,2188502.467261753
2017-12-12,0.0006209157142857143,0.0006680000000000002,0.0005868171428571428,0.0006290642857142854,1837070.673322407,1837070.673322407
2017-12-13,0.0006074771428571429,0.0006503285714285716,0.0005654,0.0006028085714285712,2019834.3731286598,2019834.3731286598
2017-12-14,0.0005842800000000001,0.0006389000000000002,0.0005282571428571429,0.0005886071428571427,2414075.442420305,2414075.442420305
2017-12-15,0.0005826757142857144,0.0006771285714285717,0.00052662,0.000616625714285714,2819792.6369760493,2819792.6369760493
