,amount,cost,datetime,fee,id,info,order,price,side,symbol,takerOrMaker,timestamp,type
72,0.0002,6.8260688e-05,2018-10-19T15:55:37.000Z,,98008558,"{'id': 98008558, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964537000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964537000,limit
73,0.0002,6.8260688e-05,2018-10-19T15:55:40.000Z,,98008586,"{'id': 98008586, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964540000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964540000,limit
74,0.0002,6.8260688e-05,2018-10-19T15:55:43.000Z,,98008611,"{'id': 98008611, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964543000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964543000,limit
75,0.0002,6.8260688e-05,2018-10-19T15:55:44.000Z,,98008612,"{'id': 98008612, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964544000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964544000,limit
76,0.0002,6.8260688e-05,2018-10-19T15:55:45.000Z,,98008621,"{'id': 98008621, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964545000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964545000,limit
77,0.0002,6.8260688e-05,2018-10-19T15:55:48.000Z,,98008645,"{'id': 98008645, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964548000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964548000,limit
78,0.0002,6.8260688e-05,2018-10-19T15:55:49.000Z,,98008656,"{'id': 98008656, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964549000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964549000,limit
79,0.0002,6.8260688e-05,2018-10-19T15:55:51.000Z,,98008677,"{'id': 98008677, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964551000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964551000,limit
80,0.0002,6.8260688e-05,2018-10-19T15:55:52.000Z,,98008683,"{'id': 98008683, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964552000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964552000,limit
81,0.0002,6.8260688e-05,2018-10-19T15:55:54.000Z,,98008702,"{'id': 98008702, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964554000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964554000,limit
82,0.0002,6.8260688e-05,2018-10-19T15:55:56.000Z,,98008726,"{'id': 98008726, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964556000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964556000,limit
83,0.0002,6.8260688e-05,2018-10-19T15:55:57.000Z,,98008732,"{'id': 98008732, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964557000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964557000,limit
84,0.0002,6.8260688e-05,2018-10-19T15:56:00.000Z,,98008752,"{'id': 98008752, 'pair': 'BIX_GUSD', 'price': '0.34130344', 'amount': '0.0002', 'time': 1539964560000, 'side': 2}",,0.34130344,sell,BIX/GUSD,,1539964560000,limit
