date,Open,High,Low,Close,Volume,mean_volume
2018-09-16,0.4,0.41695392,0.4,0.413,166728.98598168,166728.98598168
2018-09-17,0.40670574000000004,0.42890454,0.396335465,0.411720425,119315.32407862999,119315.32407862999
2018-09-17,0.4089409866666667,0.43288807999999995,0.39511395333333327,0.4112939,100045.94026134665,100045.94026134665
2018-09-18,0.4093159525,0.4272762725,0.388306055,0.40447042499999997,98897.65149616249,98897.65149616249
2018-09-18,0.40954093199999997,0.423909188,0.384221316,0.40037633999999994,95607.88261528799,95607.88261528799
2018-09-19,0.40528411,0.4181111016666667,0.38151646,0.3974802833333333,83537.65626860666,83537.65626860666
2018-09-19,0.4022435228571428,0.41396961142857147,0.37958442,0.3954116714285714,74916.06602097713,74916.06602097713
2018-09-20,0.39981495142857143,0.41085297428571427,0.37493950571428575,0.39112595714285714,54406.080080467145,54406.080080467145
2018-09-21,0.39547045428571426,0.40704509428571434,0.3735579442857143,0.3907198514285714,48901.44354286429,48901.44354286429
2018-09-22,0.39463997285714275,0.40442941000000004,0.3748680771428572,0.3913711585714285,41712.59214602572,41712.59214602572
2018-09-23,0.3952912799999999,0.40949902285714285,0.3797194357142858,0.39508545285714286,29473.62496289572,29473.62496289572
2018-09-24,0.3950540157142856,0.4145646157142857,0.3846876700000001,0.3980461414285714,18973.973288694287,18973.973288694287
2018-09-25,0.3980147042857142,0.41679378142857143,0.3868680957142859,0.3990461414285714,24096.302369701432,24096.302369701432
2018-09-26,0.3988718471428571,0.4197765428571429,0.39001207000000016,0.40176042714285715,41416.333686404294,41416.333686404294
2018-09-27,0.4015861328571429,0.4244113342857143,0.39372898285714303,0.4070542842857143,45870.1831457663,45870.1831457663
2018-09-28,0.40687999,0.4284584771428572,0.3974088571428573,0.4083486014285715,53668.75758992287,53668.75758992287
2018-09-29,0.40794575857142856,0.42948871285714285,0.3974971271428573,0.4091854457142858,66053.61550148115,66053.61550148115
2018-09-30,0.4088968771428571,0.42602152571428575,0.3983710300000002,0.4096509614285715,77578.64653794115,77578.64653794115
2018-10-01,0.4097223828571428,0.4218441442857143,0.3978996085714287,0.41007016285714293,87827.20338332829,87827.20338332829
2018-10-02,0.40999874142857134,0.4239774585714286,0.40095737571428586,0.41392134857142865,92579.67987193687,92579.67987193687
2018-10-03,0.4140213385714285,0.42534289142857146,0.4014034085714287,0.41541545571428573,85699.30609367744,85699.30609367744
2018-10-04,0.41551544571428556,0.4242396071428572,0.40134891428571434,0.41410144142857147,92302.45928188316,92302.45928188316
2018-10-05,0.4144442657142856,0.42359246428571434,0.3991150814285715,0.4135586385714286,92885.65689880202,92885.65689880202
2018-10-06,0.4140014514285713,0.4216212328571429,0.39962512142857154,0.4122730528571429,92141.5674545963,92141.5674545963
2018-10-07,0.41260159142857133,0.4206499014285715,0.39968226000000007,0.4119730828571429,92706.65561647029,92706.65561647029
2018-10-08,0.4118730928571428,0.4211087500000001,0.40066787714285723,0.4134960542857143,94035.083404036,94035.083404036
2018-10-09,0.41353890714285707,0.4210373242857144,0.40080487714285723,0.41282469285714285,88026.74177368202,88026.74177368202
2018-10-10,0.4127532714285714,0.4209087671428572,0.4027922300000001,0.4126816485714286,80638.05812801086,80638.05812801086
2018-10-11,0.4126102228571428,0.4200861942857143,0.3981552871428572,0.4057109185714286,85661.05106045658,85661.05106045658
2018-10-12,0.40539665857142854,0.4126719085714286,0.3931589042857144,0.39865686857142857,77540.85583063487,77540.85583063487
2018-10-13,0.39797397428571424,0.4051776542857143,0.3861061671428572,0.39135009857142855,64500.33907058088,64500.33907058088
2018-10-14,0.3906672042857142,0.3978428157142857,0.37776853285714296,0.38281142285714287,51664.539302118304,51664.539302118304
2018-10-15,0.381710537142857,0.39712685,0.3668743371428573,0.37338695857142856,40502.021380618025,40502.021380618025
2018-10-16,0.37281233714285705,0.39055608142857146,0.3517026571428573,0.36546427714285706,34424.82675615488,34424.82675615488
2018-10-17,0.36415759285714283,0.38170492000000006,0.3435898114285716,0.3567194685714285,29374.856106925457,29374.856106925457
2018-10-18,0.35453510571428565,0.3731284328571429,0.34122353571428593,0.3548842228571428,11918.614744324886,11918.614744324886
